,local_surrogate,representation,Sex,Age,Nationality,Highest_education_level_completed,Ethnicity_simplified,QT.1,QT.2,QT.3,QT.4,trust,Duration_in_seconds,QU.1,QU.2,QU.3,QU.4,QU.5,QU.6,QU.7,QU.8,understanding,QS.1,QS.2,QS.3,QS.4,QS.5,QS.6,QS.7,QS.8,satisfaction,b_precision_understanding,b_recall_understanding,b_top_understanding,b_trust,b_ord_trust,increased_trust_after_xai,perceived_trust_in_xai,perceived_understanding_in_xai,time,domain
108,1,0,Female,29,Mexico,2,Other,1,5,3,4,3.25,871.0,1,2,2,2,4,4,2,4,2.625,5,4,4,2,2,2,2,3,3.0,0.8333333333333333,0.6333333333333333,1.0,0.0,-0.25,0.5,1.75,4.5,66.0525,Compas
109,1,0,Female,24,South Africa,2,Black,6,2,6,6,5.0,928.0,5,4,4,4,4,4,4,4,4.125,5,5,5,5,5,5,5,5,5.0,0.9375,0.9,1.0,,0.0,0.0,4.25,4.0,60.866749999999996,Compas
110,1,0,Female,22,Poland,3,White,5,4,5,4,4.5,995.0,4,3,4,4,3,3,4,4,3.625,4,3,4,4,3,4,3,4,3.625,0.8333333333333333,0.775,1.0,0.3333333333333333,0.25,0.0,3.5,4.0,54.53075,Compas
111,1,0,Male,30,Zimbabwe,2,Black,7,6,7,7,6.75,886.0,5,5,5,5,5,5,5,4,4.875,5,5,5,5,5,5,4,4,4.75,0.38333333333333336,0.49166666666666664,0.75,0.6666666666666666,0.5,0.5,4.75,4.75,48.453,Compas
112,1,0,Male,26,United States,0,Other,2,2,2,5,2.75,916.0,4,3,2,5,2,2,4,3,3.125,3,2,3,2,2,2,4,3,2.625,1.0,0.475,0.5,0.0,0.0,0.25,2.25,3.0,40.085499999999996,Compas
113,1,0,Male,39,South Africa,2,Black,5,7,5,4,5.25,836.0,4,4,3,4,5,4,5,5,4.25,4,4,3,2,3,4,3,2,3.125,0.5375,0.4833333333333333,0.75,1.0,0.5,0.0,4.75,4.5,58.32525,Compas
114,1,0,Female,19,South Africa,0,Other,2,5,3,3,3.25,1145.0,1,1,2,4,2,2,2,4,2.25,4,2,1,1,1,4,1,5,2.375,1.0,0.4666666666666666,1.0,0.0,0.0,0.0,3.0,3.75,46.0145,Compas
115,1,0,Male,27,Portugal,1,White,6,6,5,6,5.75,1458.0,4,4,3,3,4,4,3,4,3.625,5,4,4,4,5,3,4,3,4.0,0.725,0.9,1.0,0.0,0.25,0.25,3.75,4.5,31.503999999999998,Compas
116,1,0,Female,23,South Africa,2,Black,5,5,5,5,5.0,2528.0,4,4,3,4,4,4,5,5,4.125,4,5,4,5,5,3,4,4,4.25,0.6041666666666666,0.6083333333333333,0.75,0.0,0.0,0.25,4.0,4.75,79.28224999999999,Compas
117,1,0,Male,20,United Kingdom,0,White,5,6,5,6,5.5,398.0,4,4,4,2,4,4,5,3,3.75,4,4,2,2,3,4,2,4,3.125,1.0,0.6333333333333334,1.0,0.0,0.0,0.25,4.5,4.75,25.76325,Compas
118,1,0,Female,25,Mexico,3,Mixed,7,7,7,7,7.0,434.0,5,5,4,5,4,5,5,5,4.75,5,5,5,5,5,5,5,5,5.0,0.5833333333333334,0.525,1.0,1.0,0.5,1.25,5.0,4.75,21.714750000000002,Compas
119,1,0,Female,39,Italy,3,White,6,6,6,6,6.0,874.0,4,5,4,5,5,4,5,5,4.625,5,5,4,5,4,4,4,5,4.5,0.75,0.6916666666666667,1.0,1.0,0.5,0.25,4.5,4.5,32.91825,Compas
120,1,1,Female,21,South Africa,2,White,5,6,5,6,5.5,458.0,4,4,4,4,5,4,5,5,4.375,4,4,4,3,3,4,5,4,3.875,0.95,0.95,1.0,,0.0,0.5,4.5,4.5,27.654,Compas
121,1,1,Female,23,Portugal,2,White,6,5,6,6,5.75,397.0,4,5,3,4,4,4,4,5,4.125,5,5,5,5,5,5,5,5,5.0,0.5833333333333333,0.39166666666666666,1.0,0.0,0.25,0.25,4.5,4.5,25.6365,Compas
122,1,1,Male,20,South Africa,0,Black,7,5,7,7,6.5,462.0,4,5,5,5,5,5,5,5,4.875,5,5,5,5,5,5,5,5,5.0,0.6041666666666666,0.6833333333333333,0.75,1.0,0.5,0.5,4.5,4.5,32.43925,Compas
123,1,1,Female,21,Portugal,0,White,6,6,6,5,5.75,538.0,2,2,3,2,4,4,5,5,3.375,5,3,5,5,5,4,4,3,4.25,0.6333333333333333,1.0,1.0,1.0,0.25,0.5,4.75,4.5,34.3105,Compas
124,1,1,Female,30,Italy,4,White,4,5,4,5,4.5,389.0,3,2,4,5,4,4,4,4,3.75,5,4,4,4,3,3,4,5,4.0,0.7916666666666666,0.5166666666666667,1.0,0.0,0.0,0.0,3.75,4.75,26.26675,Compas
125,1,1,Male,35,United Kingdom,2,White,5,7,5,7,6.0,555.0,5,5,4,4,4,5,5,5,4.625,5,5,5,5,5,5,5,5,5.0,0.9166666666666666,0.8166666666666667,1.0,0.3333333333333333,0.25,0.0,4.5,4.5,32.431,Compas
126,1,1,Female,33,Mexico,1,White,4,6,4,7,5.25,679.0,4,5,5,5,5,5,4,5,4.75,5,4,5,4,4,3,4,4,4.125,0.5833333333333333,0.3583333333333333,0.5,0.0,0.0,0.75,4.25,4.25,44.2785,Compas
127,1,1,Male,30,Portugal,3,White,6,7,5,7,6.25,695.0,5,1,4,5,5,5,5,5,4.375,5,5,5,5,5,5,5,4,4.875,0.5833333333333333,0.5166666666666666,0.75,0.6666666666666666,0.5,0.0,4.25,4.75,37.56425,Compas
128,1,1,Female,24,Portugal,2,White,5,5,5,5,5.0,556.0,4,4,4,4,4,4,4,4,4.0,4,4,4,4,4,4,4,2,3.75,0.775,0.9,1.0,0.6666666666666666,0.5,-0.25,4.0,4.0,34.64125,Compas
129,1,1,Female,23,Poland,0,White,3,5,3,4,3.75,770.0,2,2,1,1,4,4,4,4,2.75,5,3,3,3,4,4,3,2,3.375,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.25,49.79875,Compas
130,1,1,Male,22,Poland,1,White,5,3,5,4,4.25,947.0,3,4,3,4,3,4,3,3,3.375,3,4,2,4,2,4,3,4,3.25,1.0,0.8166666666666667,1.0,0.5,0.25,0.0,3.75,3.75,113.02149999999999,Compas
131,1,1,Female,32,Italy,2,White,3,5,4,4,4.0,799.0,2,2,2,4,4,4,4,4,3.25,5,3,2,2,4,5,3,4,3.5,0.6458333333333333,1.0,1.0,1.0,0.25,-0.25,4.0,4.0,37.44725,Compas
132,1,1,Male,30,Poland,2,White,5,6,5,5,5.25,753.0,4,4,4,4,4,4,4,4,4.0,5,3,3,2,5,3,4,4,3.625,0.6875,0.6416666666666666,1.0,1.0,0.5,0.25,4.5,5.0,29.8725,Compas
133,1,1,Male,25,Chile,1,Mixed,5,7,6,6,6.0,753.0,4,4,4,5,4,4,4,5,4.25,5,4,5,4,4,3,3,4,4.0,0.7916666666666666,0.65,1.0,0.0,0.25,0.75,4.25,4.25,47.096000000000004,Compas
134,1,1,Female,58,United Kingdom,0,Mixed,5,4,6,5,5.0,837.0,4,4,3,2,3,4,4,4,3.5,4,3,4,4,4,3,4,4,3.75,0.875,0.7833333333333333,0.75,0.0,0.0,1.0,3.75,4.0,43.1635,Compas
135,1,1,Female,23,Portugal,0,White,6,7,6,6,6.25,890.0,4,3,2,4,5,5,4,5,4.0,5,4,4,4,3,4,4,4,4.0,0.8541666666666666,0.9,1.0,0.6666666666666666,0.5,-0.25,4.5,4.75,53.40375,Compas
136,1,1,Female,29,Mexico,2,Mixed,4,2,5,6,4.25,660.0,4,4,2,5,1,5,5,4,3.75,3,4,3,3,4,4,2,4,3.375,0.75,0.6416666666666666,1.0,0.6666666666666666,0.5,-0.75,4.25,3.5,31.2545,Compas
137,1,1,Male,28,South Africa,2,Black,5,6,5,6,5.5,1241.0,4,3,2,5,5,4,5,5,4.125,5,4,4,4,4,4,4,4,4.125,0.7291666666666666,0.6416666666666666,0.75,0.0,0.0,0.25,2.75,4.25,40.34375,Compas
138,1,1,Female,22,South Africa,2,Black,7,6,6,7,6.5,1325.0,5,5,4,5,4,4,5,5,4.625,5,4,4,4,5,4,5,3,4.25,0.5666666666666667,0.5583333333333333,1.0,0.5,0.25,0.5,4.75,4.5,60.619,Compas
139,1,1,Female,52,Netherlands,2,White,5,6,4,5,5.0,3132.0,4,4,1,5,4,3,4,4,3.625,4,4,4,4,2,1,4,4,3.375,0.8958333333333334,1.0,1.0,0.0,0.0,0.25,4.0,4.25,61.606,Compas
